sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48
YPL148C	-0.077362	-0.136679	-0.266505	-0.116323	0.187934	-0.250865	0.23868	-0.423545	0.30385	0.234744	-0.854538	-0.159882	-0.005066	-0.164443	-0.151333	0.094685	0.111231	-0.074027	-0.317941	0.000605	0.126816	-1.060476	-0.311885	-1.075393	-0.64347	-0.232777	-0.216248	-0.158328	-0.115191	0.104314	0.066457	-0.33821	-0.488354	0.141124	0.254321	0.036087	0.090007	-0.512498	0.008511	-0.010143	0.127584	-0.241515	-0.485334	-0.339337	-0.582466	-0.912563	-0.226843	-0.757753
YOL058W	-0.600805	-1.136518	-1.585488	-1.385994	-1.585488	-1.867705	-1.147233	-1.235094	-1.003039	-0.840058	-0.798791	-0.637021	-0.726793	-1.02083	-1.147233	-1.050754	-0.662616	-0.874193	-1.125666	-1.174979	-1.462039	-1.689215	-1.867705	-1.689215	-1.385994	-0.97819	-1.498844	-1.498844	-1.357251	-1.412812	-1.218039	-1.203153	-1.111863	-0.939004	-0.840058	-0.766297	-0.770261	-0.893716	-0.950018	-0.889293	-1.010338	-1.218039	-1.317083	-1.412812	-1.092723	-1.235094	-1.867705	-1.773947
YJR074W	-0.195187	-0.173207	-0.143048	-0.161764	-0.151766	0.083073	0.021748	0.016136	0.304629	0.355384	0.433682	0.300654	0.229185	0.298011	0.192432	0.28819	0.465692	0.367613	0.211247	-0.265898	-0.592391	-0.791436	-1.10353	-0.286245	-0.128491	-0.513579	-0.52413	-0.18767	-0.201772	-0.111792	0.026447	-0.164025	0.087725	0.134571	0.326782	0.329571	0.328715	0.245404	0.16188	0.537155	-0.022011	-0.054806	0.049324	-0.155302	0.235568	-0.332593	-0.432575	-0.310368
YGL217C	-0.040482	0.186558	0.060929	0.56329	0.128058	-0.208074	-0.158599	-0.499053	-0.419591	-0.091863	-0.76317	-0.30468	0.058964	0.30385	0.233555	0.129267	-0.020611	-0.142808	-0.340967	-0.273845	-0.412685	0.498584	0.233555	0.418316	0.61343	0.294637	0.39702	0.441924	-0.282032	-0.371559	-0.42787	-0.340142	-0.401962	-0.126348	-0.369527	-0.091863	0.061952	-0.146757	0.145089	0.071342	-0.214827	-0.142055	-0.483534	-0.592391	0.478458	0.32548	0.340702	0.380107
YGR242W	-0.053954	0.09617	0.493263	-0.023011	0.000418	-0.166774	-0.052032	-0.19085	-0.28024	-0.102533	-0.30145	-0.397296	-0.242506	-0.329875	-0.328488	-0.127078	-0.091863	0.011721	-0.077845	-0.645709	-0.153777	0.631168	0.738692	0.322901	0.582481	-0.024323	0.064873	0.001568	0.063137	-0.277637	-0.175463	-0.102105	0.013778	-0.198406	-0.396077	-0.193962	-0.095197	-0.288602	-0.160101	-0.022011	-0.182583	-0.035836	-0.095197	-0.160306	0.560557	0.425907	1.287663	0.068197
YDR130C	0.183777	-0.039156	0.209764	-0.062943	-0.381414	-0.333903	-0.208363	-0.496517	-0.314105	-0.536667	-0.256291	-0.874193	-0.354966	0.054509	0.257793	-0.120999	-0.179522	-0.388448	-0.168136	0.340702	-0.567715	-0.158599	-0.110677	-0.265898	-0.029002	0.061952	0.464905	0.277489	-0.026364	-0.263006	-0.552592	-0.47762	-0.362818	-0.342275	-0.673354	-1.462039	-0.321205	-0.248233	-0.189893	0.098651	0.004131	-0.476767	-0.662616	0.224538	-0.421252	-0.308759	0.036498	0.000418
YCR072C	0.61343	0.697189	1.195862	0.920365	0.629569	0.661313	0.848826	0.600351	0.56329	0.479787	0.589236	0.581071	0.750628	0.930202	1.043569	1.250893	1.507983	1.424928	0.844295	0.825028	0.74777	0.35181	0.256146	0.690777	0.798244	0.569083	1.092544	0.996974	0.701822	0.553288	0.664981	0.544122	0.589236	0.678016	0.596586	0.661313	0.659109	0.231375	1.400749	1.37943	1.667005	1.37943	1.022223	0.725257	1.160042	0.195923	0.47572	0.815615
YIL059C	-0.068018	0.118024	-0.417046	-0.185138	-0.444995	-0.123648	-0.084342	-0.023817	0.078586	-0.423545	-0.401962	-0.541665	1.474821	0.089203	0.086493	-0.228122	-0.218863	-0.261169	-0.022643	-0.22752	0.013186	-0.002011	-0.016916	-0.414216	0.425093	-0.234841	-0.322407	-0.2608	-0.221348	-0.161214	-0.332593	-0.780045	-0.473857	-0.435876	0.20066	0.00135	0.223307	-0.371559	0.299398	-0.101424	-0.548552	0.031391	-0.440593	-0.251153	-0.060966	-0.468039	-0.055187	-0.15559
YNL274C	-0.006678	0.478458	-0.390196	-0.566246	-0.505856	-0.48461	-0.087583	0.172506	0.044909	-0.201523	0.436636	0.10058	0.126988	-0.063774	-0.117886	-0.776748	-0.490485	-0.540459	-0.664719	-0.444995	-0.360714	-0.048722	-0.258924	-0.422747	-0.027177	0.060309	-0.5394	-0.53575	-0.542943	-0.482474	-0.192523	0.060309	-0.044344	0.195431	0.36601	0.420578	0.158792	-0.097805	-0.687626	-0.597662	-0.660447	-0.552592	-0.805946	0.175739	-0.245287	-0.378258	-0.175924	-0.278813
YDR145W	0.185701	0.162876	0.017863	-0.096965	-0.185608	-0.182314	0.208283	-0.244031	-0.224511	-1.092723	-0.085721	-0.088696	-0.264056	-0.069739	0.003758	-0.261878	-0.039507	-0.156112	0.084339	0.117371	-0.073672	0.62451	0.685504	0.282202	0.027065	0.024289	0.090246	-0.054806	-0.215714	-0.390196	-0.079062	-0.088342	-0.055801	-0.235846	-0.266505	-0.145108	-0.263432	-0.262634	-0.087959	-0.311885	-0.100792	-0.079298	0.003329	-0.088696	-0.184388	0.869307	1.160042	0.269309
YOL002C	0.107195	-0.1859	0.056704	0.281776	0.869307	1.074287	0.730311	0.704807	0.765515	0.297701	0.901446	0.722527	0.545334	0.545334	0.815615	1.113627	1.101901	1.324023	0.954612	0.602223	0.717441	0.681012	0.322901	0.553288	0.038802	-0.352099	0.019976	0.496876	0.707672	0.788074	0.914259	0.629569	0.776856	0.681012	0.733441	0.622689	0.736231	0.859927	0.697189	0.790849	1.074287	0.844295	0.697189	0.936782	0.504336	0.378938	0.507356	0.690777
YMR198W	-1.317083	-0.468039	-0.389122	-0.502151	-0.480592	-0.486321	-1.031279	-1.136518	-1.147233	-0.730118	-0.939004	-0.957401	-0.780045	-0.404572	-0.449645	-0.326306	-0.334305	-0.744593	-0.605706	-0.950018	-1.218039	-0.34139	-0.406761	-0.612522	-1.10353	-0.454998	-0.236461	-0.437718	-0.446456	-0.575788	-1.136518	-0.657929	-0.678152	-1.147233	-1.060476	-0.918208	-0.97819	-0.574292	-0.268381	-0.3511	0.073511	-0.550115	-0.86981	-0.511184	-1.585488	-0.445729	-0.412069	-0.567715
YBR078W	0.011347	0.176411	0.112782	0.066696	-0.244996	-0.349318	-0.483534	-0.419098	-0.565006	-0.657929	-0.802481	-0.619326	-0.531396	-0.343264	-0.167886	-0.192266	-0.147716	-0.193962	-0.71805	-0.900773	-0.900773	-0.585625	-0.022011	-0.44893	0.189679	0.113645	0.059635	-0.082226	-0.226843	-0.325017	-0.514954	-0.813838	-0.784028	-0.912563	-0.918208	-0.656119	-0.488354	-0.397816	-0.232046	-0.212515	-0.466996	-0.607231	-0.889293	-1.125666	-0.889293	-0.336263	-0.069739	-0.427061
YDR281C	0.776856	1.092544	0.576095	0.690777	0.637563	0.554519	0.317837	0.346886	0.042346	-0.238198	0.258201	0.010352	0.204482	0.56329	0.68306	1.00471	0.637563	0.968228	1.101901	0.901446	0.611712	0.429331	-0.023388	0.474766	-0.178067	1.234996	0.794724	0.914259	0.657173	0.593735	0.233207	0.340702	0.094685	0.234169	0.28924	0.461853	0.405124	0.459928	0.627767	0.661313	0.550268	0.122946	0.7127	0.798244	0.650456	0.277489	0.132958	0.055115
YDR492W	1.054135	0.788074	1.183097	1.860406	1.667005	1.714185	1.620184	1.065574	1.271085	1.022223	1.134473	0.820298	0.954612	0.968228	0.936782	1.593395	1.400749	1.474821	1.507983	1.183097	1.34023	1.160042	0.603725	0.97404	0.286235	0.97404	1.271085	1.799361	1.448563	1.799361	1.563192	1.306367	1.234996	1.400749	0.990129	1.355584	1.250893	1.250893	1.324023	1.593395	1.532017	1.532017	1.324023	1.37943	0.844295	0.738692	0.632955	1.160042
YLR275W	-0.20338	-0.22656	-0.182052	0.138736	0.192162	0.4302	0.016539	-0.010143	-0.230476	-0.064664	0.182437	-0.127787	-0.579133	0.546493	-0.307255	0.347847	0.114892	0.258913	0.160228	0.071342	0.284452	0.367004	0.051183	0.859927	0.031036	0.052194	0.231375	0.245735	-0.12754	0.089613	-0.092061	-0.078685	0.027492	0.027065	-0.104688	0.272361	-0.044624	-0.334855	0.374855	0.113853	0.055556	-0.874193	0.889622	1.14365	0.085405	0.151719	0.154675	0.218916
YPR160W	-0.557682	-0.515838	-0.404572	-0.288602	0.040883	-0.19545	0.224538	0.059182	0.388385	0.147932	0.299022	0.088573	0.077306	0.000931	-0.01987	-0.010722	-0.202827	-0.353082	-0.893716	-0.580738	-0.795125	-0.446456	-0.301115	-0.36993	-0.116959	-0.48918	-0.232777	-0.299013	-0.038231	0.136644	0.110569	0.363722	0.372435	0.135715	0.162416	-0.130484	0.152973	-0.175665	-0.356157	-0.269217	-0.30256	-0.496517	-0.766297	-0.651805	-0.8179	-0.621517	-0.594072	-0.378849
YDR177W	-0.203969	-0.092061	-0.371992	-0.001668	0.062318	0.02394	0.027859	0.011347	-0.220758	-0.012329	-0.029726	-0.168401	-0.664719	-0.211933	-0.174057	0.000931	0.014577	0.131893	0.154194	0.168305	0.235568	-0.159034	-0.320284	-0.232046	-0.323721	-0.100297	-0.154597	-0.045065	0.005655	0.082184	-0.085721	-0.087583	-0.206544	-0.011887	-0.087959	-0.131008	-0.092823	-0.151949	-0.242852	0.072942	-0.031242	-0.066019	-0.013666	-0.005601	-2.173676	-0.073443	-0.158824	-0.272399
YPR157W	0.335566	0.333635	0.181206	-0.250865	0.383851	-0.169772	1.043569	0.303441	0.321479	0.008833	-0.029172	-0.11654	0.112347	-0.002867	-0.131204	0.242465	0.18715	0.140673	0.079004	0.200475	0.197253	0.254965	0.042963	0.104877	0.305819	-0.010722	0.313366	-0.168942	0.352884	0.089203	0.310247	0.466614	0.894186	0.181476	-0.269965	-0.343671	-0.186369	-0.206544	0.11078	0.359254	0.783869	1.065574	0.954612	0.907566	0.39021	0.312847	0.272361	0.267839
YOR176W	0.019313	0.206993	-0.055017	-0.244031	-0.299377	-0.324158	-0.187916	-0.075547	0.228618	0.262092	0.57067	0.694223	0.719607	0.391304	0.227325	-0.012329	-0.280567	-0.423545	-0.238517	-0.08955	-0.060179	0.052194	0.058768	0.223903	0.484406	0.136644	-0.113154	-0.268381	-0.370461	-0.495347	-0.306241	-0.241199	0.043556	0.418316	0.569083	0.765515	0.602223	0.39702	0.087725	-0.05113	-0.345536	-0.372705	-0.385008	-0.31327	0.329571	-0.009772	0.068384	0.086729
YKL107W	-0.146997	-0.066232	-0.147436	-0.115827	-0.145622	-0.19925	-0.100113	0.092656	0.15835	-0.145622	0.172228	0.274876	0.028253	0.100181	1.925833	0.202667	0.174495	0.012156	0.039318	0.129756	-0.098976	0.160924	0.212052	0.087725	-0.109022	-0.213827	-0.184388	-0.223667	-0.1355	-0.290323	-0.176129	0.26658	0.399906	0.163143	0.517917	0.405826	0.239172	0.516542	-0.081471	0.268955	0.052759	0.304629	-0.138353	0.034253	0.286522	0.223006	0.245404	0.347847
YGR188C	0.135249	0.257508	0.041577	-0.163506	-0.314997	-0.5394	-0.396077	-0.378258	-0.514954	-0.262634	0.188958	0.227664	0.61343	0.803278	0.403123	0.097638	-0.191397	0.021418	-0.340142	-0.10427	-0.023817	0.011567	0.338876	0.45038	0.151405	0.370508	0.150948	-0.389122	-0.454998	-0.583913	-0.399475	-0.105642	0.05354	-0.19606	0.187682	0.707672	0.327717	0.391902	0.336117	-0.039702	0.006876	-0.216828	-0.300307	-0.12754	-0.142279	0.106941	0.372435	0.42671
YOL166C	-0.286801	0.336416	0.210078	-0.254329	-0.039156	0.122494	0.232657	0.549099	0.37115	0.247402	0.765515	0.639539	0.609875	1.123481	-0.132605	0.108359	-0.255987	-0.394739	0.545334	-0.651805	0.006684	0.081357	-0.302991	-0.439264	0.318753	0.000233	0.094685	0.034619	0.162416	0.001134	0.12737	0.292279	0.352884	0.312377	0.449502	0.457226	0.135963	0.123191	-0.114987	0.227664	-0.139067	0.154194	-0.203969	-0.186594	0.464905	-0.269601	0.031206	0.227325
YOR303W	-0.171101	-0.64347	-0.844434	-0.20338	-0.241804	-0.198692	-0.188937	-0.303722	-0.367026	-0.131204	-0.069572	0.079004	0.016921	0.059182	0.034619	0.506295	0.646453	0.364209	-0.191684	0.048025	-0.582466	-0.12588	0.093615	-0.202317	-0.630653	-0.632918	-0.757753	-0.3647	-0.152211	-0.046995	-0.141436	-0.221992	-0.322845	-0.13696	-0.003801	0.003109	-0.071532	0.031036	0.08736	0.831276	0.317837	0.620889	-0.046583	-0.031242	-0.214827	-0.028244	-0.197378	-0.203969
YDR533C	-0.59083	-0.687626	-0.784028	-0.653914	-0.605706	-0.860636	-0.715003	-0.931355	-0.696278	-0.617488	-0.645709	-0.175242	-0.038389	-0.076136	-0.036633	0.008833	0.076471	-0.094063	-0.082457	-0.010926	-0.170243	-0.770261	-0.632918	-0.217327	-0.518281	-0.574292	-0.730118	-0.660447	-0.563666	-0.698627	-0.68024	-1.075393	-1.069046	-0.957401	-0.571078	-0.138897	-0.032786	-0.166997	-0.063774	0.055961	-0.02738	-0.123648	-0.067652	-0.140786	-0.120137	-0.566246	-0.673354	-0.349899
YJR054W	-0.140786	0.417731	0.329167	-0.050772	-0.091408	-0.114987	-0.133971	-0.116959	0.204196	0.269618	0.526037	0.707672	0.836142	0.831276	0.340258	0.050332	-0.093023	-0.259271	-0.274993	0.049508	0.013778	0.436011	0.605267	0.485329	-0.138897	0.56329	0.508365	-0.068204	-0.21787	-0.264773	-0.153777	-0.060966	0.203241	0.220069	0.460893	0.596586	0.632955	0.773064	0.326378	0.171652	0.119464	-0.142279	-0.070198	0.179703	-0.147982	0.602223	0.539816	0.74174
YLL051C	0.008833	0.083866	0.283325	0.264806	0.003329	-0.341791	-0.332593	-0.181052	-0.328895	-0.307669	-0.730118	-0.385448	-0.362818	-0.356544	0.376598	0.237683	0.291476	0.331313	0.078795	0.168561	0.335052	0.291476	0.312022	0.47762	0.090732	-0.057055	0.385703	0.381093	0.045324	-0.212515	-0.495347	-0.212515	-0.274993	-0.442035	-0.744593	-0.822042	-0.192825	0.189679	0.455476	0.338378	0.261416	-0.022011	0.129267	-0.054565	0.232902	0.263052	0.245735	0.214665
YDR521W	0.151208	-0.125622	0.066267	0.135715	0.21826	-0.196557	0.274282	0.041224	-0.192523	0.280535	-0.317941	-0.221048	-0.232046	-0.358686	-0.316328	-0.492447	-0.010722	0.012795	-0.130745	-0.017134	-0.094735	-0.06223	0.707672	0.52454	0.009864	-0.15964	-0.212884	-0.014666	0.08194	-0.153349	0.008685	-0.049528	-0.412685	-0.773787	-0.696278	-0.605706	-0.802481	-0.294713	-0.393385	0.390819	-0.574292	0.20535	0.41372	-0.826808	0.090732	0.202984	0.019515	-0.085112
YPL274W	-0.418448	-0.66681	-0.994651	-0.939004	-0.453064	-0.463543	-0.40541	-1.075393	-0.939004	-0.592391	-0.380155	0.073696	-0.488354	-0.671126	-0.548552	-0.696278	-0.257939	0.134299	0.033099	-0.355501	-0.511184	-0.971339	-1.02083	-1.218039	-0.040482	-0.712223	-1.069046	-0.787838	-0.419591	-0.400704	-0.583913	-0.844434	-0.889293	-0.741783	-0.776748	-0.426372	-0.527036	-0.76038	-0.931355	-0.715003	-0.487444	-0.043961	-0.463543	-0.185138	-0.289527	-1.092723	-0.931355	-1.125666
YGR159C	0.413049	0.220319	0.332724	0.675348	0.736231	0.566832	0.352884	0.388385	0.447583	0.381647	0.435305	0.252402	0.289652	0.598389	0.776856	1.054135	1.306367	1.271085	0.498584	0.644358	0.314619	0.459123	-0.00595	0.464296	0.006684	0.354371	0.527078	0.889622	0.569083	0.650456	0.378938	0.003758	0.403642	0.579343	0.448934	0.369523	0.460893	0.730311	1.010631	1.00471	0.97404	1.563192	0.574921	0.738692	0.327717	0.040722	0.11013	0.497747
YJR006W	0.183493	0.079218	-0.38283	-0.635083	-0.66681	-0.71805	-0.615928	-0.802481	-0.11769	0.072942	0.107195	0.181206	0.12619	-0.025403	-0.291018	-0.708921	-0.511184	-0.64798	-0.218863	-0.689599	-0.285898	-0.029914	0.122068	0.05291	-0.137416	0.235049	-0.287753	-0.64798	-0.730118	-0.669077	-0.577489	-0.237577	-0.146106	-0.097203	0.250698	0.269309	0.125382	-0.065544	-0.610885	-0.702969	-0.522913	-0.44281	-0.443774	-0.184388	-0.311494	0.055731	0.18482	0.03483
YBL107W-A	-0.86981	-0.918208	-0.687626	-0.696278	-0.669077	-0.16251	-0.66681	-0.623028	-0.399475	-0.64798	-1.003039	-0.378849	-0.08617	-0.211736	-0.11717	-0.358192	-0.773787	-0.386593	-0.126827	-0.860636	-0.131204	-0.087152	-0.206544	0.08877	-0.102327	-0.835699	-0.394739	-0.780045	-0.464271	-0.766297	-0.744593	-0.592391	-0.340967	-0.784028	-0.231714	-0.439955	-0.087583	0.186558	0.191353	-0.149153	0.101041	-0.131204	0.18082	-0.004217	-0.419098	-0.059064	-0.129163	0.049911
YNL105W	-0.339337	-0.357741	0.47762	0.340258	0.025117	-0.115385	-0.101858	-0.067652	0.26691	0.134299	-0.091228	-0.174057	0.055115	-0.254962	-0.361816	-0.323721	-0.741783	-0.31105	0.286975	-0.278386	-0.111325	0.337293	0.664981	0.600351	0.730311	-0.101858	-0.068355	-0.011887	0.133181	-0.127078	-0.100979	-0.432575	-0.051788	-0.193647	-0.402534	-0.404572	0.024684	-0.177567	-0.027177	-0.034515	-0.673354	-0.220105	-0.161461	-0.40541	0.47762	0.089203	0.694223	0.169313
YIL147C	-0.406761	-0.736412	-0.271623	-0.86981	-0.610885	-0.496517	-0.726793	-0.326306	-0.364015	0.361756	0.019827	-0.087382	0.16188	-0.062774	0.027859	-0.507838	-0.531396	-0.553792	-0.323721	-0.088525	-0.459218	0.309107	0.188678	0.040095	-0.142808	-0.351688	-0.437718	-0.540459	-0.533346	-0.433197	-0.515838	-0.260365	-0.259635	-0.694309	-0.306801	-0.64347	-0.376999	-0.242506	-0.12479	-0.394136	-0.028611	-0.210186	-0.05663	-0.018028	0.914259	-0.001281	0.265158	-0.051788
YGL227W	-0.003259	0.108359	-0.252602	-0.411398	0	-0.235549	-0.519513	0.360709	0.391902	-0.844434	0.038596	-0.069947	0.518971	-0.541665	0.234744	0.115506	-0.065087	-0.178679	-0.175924	0.254321	0.303017	0.149581	-0.582466	0.694223	-0.252602	0.30743	-0.228734	0.048946	0.168561	0.385173	-0.065754	-0.502151	-0.277637	0.598389	0.018868	-0.068018	0.244779	-0.493432	0.168305	-0.184388	0.228618	-0.286245	-0.630653	-0.021139	0.0293	0.209383	-0.217144	-0.221592
YAL046C	-0.166064	-0.01504	-0.47212	-0.237916	-0.305015	-0.277049	-0.54518	-0.507838	-0.574292	0.507356	-0.469975	-0.454998	-0.331216	-0.421252	-0.369086	-0.506852	-0.583913	0.075806	-0.662616	-0.246847	-0.76317	-1.147233	-1.092723	-0.435233	-0.849945	-0.251934	-0.23518	-0.082821	-0.421252	-0.337674	-0.287753	-0.950018	-1.385994	-0.289113	-0.106512	-0.597662	-0.166997	-0.146285	-0.176129	-0.518281	-0.657929	-0.844434	-0.415589	-0.939004	-0.59083	-0.712223	-0.770261	-0.635083
YPL261C	0.082388	-0.233032	-0.150405	-0.227153	-0.114987	-0.082457	-0.074443	-0.247901	0.042112	0.292279	0.164949	-0.038573	0.217778	-0.632918	0.050567	-0.060966	-0.186875	-0.141208	-0.235549	0.366493	-0.294238	0.901446	0.506295	0.773064	0.74777	-0.424185	-0.099883	-0.295925	-0.062943	-0.485334	-0.026364	0.16188	0.274282	0.135249	-0.246557	0.166041	0.003928	-0.31105	-0.511184	-0.116754	-0.359193	-0.282032	-0.182314	0.234497	0.351312	0.034442	0.584267	0.34212
YML043C	-0.110029	-0.279475	0.13806	0.007597	-0.192523	-0.31105	-0.312861	-0.424185	-0.551447	-0.203671	-0.36993	0.077463	0.261702	0.487135	0.213157	0.790849	0.329571	0.413049	0.256387	0.334089	0.30181	0.641758	0.350274	0.356573	-0.583913	-0.257939	0.183493	0.152973	-0.178976	0.036498	-0.159034	-0.190371	-0.219476	-0.178255	-0.068797	-0.142808	0.12437	0.218916	0.641758	0.549099	0.516542	-0.123222	0.367004	0.309537	0.111231	0.365511	0.384542	0.573348
YIL160C	-0.138897	0.222788	-0.029726	-0.210785	0.037573	0.193969	-0.253984	0.236236	0.355384	-0.412685	0.232043	0.092241	0.097408	-0.32165	-0.497789	0.210078	-0.346717	-0.008789	-0.132342	-0.113569	0.024684	0.11013	-1.537934	-0.021438	0.213529	-0.126655	-0.016085	-0.085721	0.347847	-0.157203	-0.079888	0.26018	0.324562	0.30181	-0.178679	-0.127078	-0.544069	-0.259635	-0.023817	0.590315	0.303441	0.485329	-0.213827	0.212608	-0.270933	-0.016508	-0.239933	-0.11931
YKL026C	-0.015661	0.010728	0.098651	0.005851	0.186558	-0.081264	-1.867705	0.132958	0.095141	-0.041529	-0.283888	-0.10427	-0.02738	0.101918	0.231127	0.082388	0.108359	0.056127	0.10081	0.210078	0.133635	-0.053954	-0.141852	-0.047185	-0.230476	-0.193962	0.071001	-0.068355	-0.080231	0.196919	0.041577	-0.039702	0.112347	-0.244031	-0.223667	-0.046781	-0.097981	-0.170243	0.118755	0.196919	0.356049	0.386259	0.264064	0.756928	-0.110029	-0.022643	-0.182583	0.34989
YAL022C	-0.05885	0.323335	-0.126127	-0.019098	-0.190127	-0.159882	0.132958	0.360248	0.639539	0.230127	-0.173519	-0.182838	-0.615928	-0.544069	-0.481418	-0.38283	-0.082457	0.329167	0.158577	0.501811	0.246077	-0.361816	-0.218863	-0.48918	-0.038231	0.177899	-0.12479	-0.1859	0.030839	0.02394	0.389085	0.284828	0.329167	0.069646	-0.32165	-0.516872	-0.712223	-0.671126	-0.607231	-0.206268	-0.143048	0.280535	0.249664	0.154896	0.309537	-0.075362	-0.442035	-0.259271
YJL088W	-0.340967	-0.912563	-0.950018	-0.733734	-0.662616	-0.527036	-0.216543	-0.550115	-0.098742	-0.082226	-0.125622	0.055731	-0.064003	0.022154	-0.165494	0.121661	-0.139314	-0.205117	-0.374356	-0.567715	-1.083785	-0.641583	-0.527036	-0.885161	-0.678152	-0.86981	-1.050754	-0.791436	-0.301115	-0.356544	-0.12754	-0.24717	-0.13981	-0.246557	-0.155302	-0.288106	-0.149705	-0.175242	-0.190371	0.109565	-0.081264	-0.349318	-0.619326	-0.493432	-0.662616	-0.97819	-0.925195	-0.678152
YPR159W	-0.73944	-0.458296	-0.142279	-0.445729	-0.496517	-0.445729	-0.626833	-0.776748	-0.428627	-0.36993	-0.189893	-0.036206	0.207397	0.060565	0.000233	-0.093653	-0.15242	-0.473857	-0.378258	-0.637021	0.118755	0.177125	0.405826	0.086054	0.424323	-0.496517	-0.42188	-0.365346	-0.513579	-0.70085	-0.694309	-0.520791	-0.407413	-0.478614	-0.312861	0.041739	0.15835	0.237412	-0.067857	-0.407413	-0.412069	-0.64798	-0.574292	-0.70085	0.172228	0.063712	0.268516	0.052561
YOR136W	-0.682763	-0.835699	-0.635083	-0.541665	-0.671126	-0.592391	-0.798791	-0.784028	-0.784028	-0.56953	-0.791436	-0.854538	-0.889293	-0.98535	-0.880262	-0.950018	-0.62501	-1.163185	-1.334105	-1.203153	-1.412812	-0.199759	0.009468	-0.300307	-0.585625	-0.555094	-0.555094	-0.513579	-0.551447	-0.560703	-0.893716	-0.854538	-0.860636	-0.766297	-0.925195	-1.02083	-0.944539	-1.069046	-0.912563	-0.840058	-0.944539	-1.136518	-1.235094	-1.585488	-1.317083	-0.259972	-0.046404	-0.483534
YNR016C	0.265877	-0.213827	-0.110488	-0.070866	0.14601	-0.011725	0.436011	0.503016	0.550268	0.697189	0.968228	0.878609	0.68306	0.878609	0.600351	0.428122	0.14601	0.325003	0.270007	0.206701	-0.016085	-0.163285	0.090732	0.265484	0.515445	0.186558	-0.197087	0.081154	0.271916	-0.123387	0.449502	0.476617	0.848826	0.97404	0.546493	0.982558	0.639539	0.704807	0.499576	0.173331	0.211765	0.109702	0.304629	-0.026563	-0.054806	0.337293	0.128608	0.61343
YDR053W	0.685504	0.332724	0.031206	-0.161214	-0.077362	-0.072994	-0.202317	-0.152901	-0.238788	-0.077557	-0.208621	0.354883	0.134571	0.274876	-0.020271	0.446001	-0.471285	0.032724	0.016921	-0.028445	0.248565	0.33791	0.360248	0.538605	-0.021251	0.339692	-0.073197	-0.071299	-0.134105	-0.221048	0.076932	-0.579133	-0.615928	-0.025011	0.123191	0.334089	0.252635	-0.419591	0.136434	-0.25564	0.112065	-0.474675	0.565127	-0.233697	-0.000228	0.639539	0.854054	0.529637
YJL027C	-0.186594	-0.102533	-0.026364	0.854054	0.315042	0.291476	0.038976	-0.076136	-0.272016	0.258913	-0.368524	-0.348906	0.57067	0.220319	0.467519	0.373034	-0.072994	0.225401	-0.159034	-0.694309	0.091757	0.482801	0.28924	0.907566	0.336962	-0.068964	0.515445	-0.091641	0.185701	-0.347189	0.151208	0.480835	0.859927	0.357018	0.256795	0.157184	-0.098742	0.529637	0.247691	0.652609	0.212052	0.399386	0.067292	0.209026	-0.005223	0.080301	-0.068964	0.000931
YJL108C	-0.712223	-0.432575	0.158116	0.149042	0.227044	0.08624	-0.013666	0.560557	0.62451	0.212325	0.652609	0.509357	0.820298	0.361346	0.050157	0.177899	0.08194	0.349318	0.020863	0.403123	0.364209	0.5142	0.531924	0.273193	-0.575788	-0.603948	0.268215	0.277157	0.149581	0.044909	0.183134	0.423557	0.53337	0.553288	0.573348	0.627767	0.489276	0.520198	0.109565	0.079218	-0.004542	0.102955	-0.029513	0.039626	0.381093	0.468495	0.565127	0.620889
